index,ess
208964.PA0001,0
208964.PA0002,0
208964.PA0003,0
208964.PA0004,0
208964.PA0008,0
208964.PA0009,0
208964.PA0016,1
208964.PA0036,0
208964.PA0054,0
208964.PA0067,0
208964.PA0077,0
208964.PA0080,0
208964.PA0081,0
208964.PA0116,0
208964.PA0137,0
208964.PA0140,0
208964.PA0173,0
208964.PA0178,0
208964.PA0282,0
208964.PA0319,0
208964.PA0327,0
208964.PA0342,0
208964.PA0353,0
208964.PA0357,0
208964.PA0373,0
208964.PA0375,1
208964.PA0376,0
208964.PA0382,0
208964.PA0392,1
208964.PA0404,0
208964.PA0406,0
208964.PA0464,0
208964.PA0503,0
208964.PA0555,0
208964.PA0576,0
208964.PA0577,0
208964.PA0583,0
208964.PA0584,0
208964.PA0592,1
208964.PA0621,0
208964.PA0649,0
208964.PA0651,0
208964.PA0661,0
208964.PA0669,0
208964.PA0682,0
208964.PA0719,0
208964.PA0766,0
208964.PA0772,0
208964.PA0795,0
208964.PA0796,0
208964.PA0835,0
208964.PA0854,0
208964.PA0865,0
208964.PA0903,0
208964.PA0905,0
208964.PA0934,1
208964.PA0944,0
208964.PA0945,0
208964.PA0946,0
208964.PA0947,0
208964.PA0963,0
208964.PA0965,0
208964.PA0966,1
208964.PA0967,1
208964.PA0968,0
208964.PA0982,0
208964.PA0986,0
208964.PA1007,0
208964.PA1014,0
208964.PA1079,0
208964.PA1092,0
208964.PA1101,0
208964.PA1124,0
208964.PA1155,0
208964.PA1156,0
208964.PA1204,0
208964.PA1237,0
208964.PA1452,0
208964.PA1456,0
208964.PA1458,0
208964.PA1459,0
208964.PA1462,0
208964.PA1497,0
208964.PA1529,0
208964.PA1532,0
208964.PA1534,0
208964.PA1580,0
208964.PA1587,0
208964.PA1597,0
208964.PA1598,0
208964.PA1625,0
208964.PA1637,0
208964.PA1661,0
208964.PA1665,0
208964.PA1668,0
208964.PA1675,0
208964.PA1681,0
208964.PA1769,0
208964.PA1800,1
208964.PA1801,0
208964.PA1802,0
208964.PA1804,0
208964.PA1806,0
208964.PA1808,0
208964.PA1815,0
208964.PA1816,0
208964.PA1878,0
208964.PA1886,0
208964.PA1927,0
208964.PA1952,0
208964.PA2017,0
208964.PA2032,0
208964.PA2045,0
208964.PA2054,0
208964.PA2060,0
208964.PA2103,0
208964.PA2106,0
208964.PA2146,0
208964.PA2147,0
208964.PA2152,0
208964.PA2153,0
208964.PA2165,0
208964.PA2189,0
208964.PA2250,0
208964.PA2268,0
208964.PA2279,0
208964.PA2289,0
208964.PA2480,0
208964.PA2507,0
208964.PA2515,0
208964.PA2529,0
208964.PA2541,0
208964.PA2584,0
208964.PA2585,0
208964.PA2612,0
208964.PA2615,0
208964.PA2626,0
208964.PA2634,0
208964.PA2651,0
208964.PA2735,0
208964.PA2738,0
208964.PA2739,0
208964.PA2740,0
208964.PA2741,0
208964.PA2742,0
208964.PA2743,0
208964.PA2749,0
208964.PA2796,0
208964.PA2806,1
208964.PA2836,0
208964.PA2854,0
208964.PA2959,0
208964.PA2961,0
208964.PA2967,0
208964.PA2970,0
208964.PA2977,0
208964.PA2978,0
208964.PA2981,0
208964.PA3002,0
208964.PA3007,0
208964.PA3011,0
208964.PA3048,0
208964.PA3049,0
208964.PA3050,1
208964.PA3098,0
208964.PA3117,0
208964.PA3134,0
208964.PA3138,0
208964.PA3162,0
208964.PA3168,0
208964.PA3201,0
208964.PA3243,0
208964.PA3245,0
208964.PA3263,0
208964.PA3296,0
208964.PA3308,0
208964.PA3337,0
208964.PA3344,0
208964.PA3354,0
208964.PA3373,0
208964.PA3435,0
208964.PA3474,0
