index,ess
271848.BTH_I0001,0
271848.BTH_I0002,0
271848.BTH_I0003,0
271848.BTH_I0004,0
271848.BTH_I0132,0
271848.BTH_I0134,0
271848.BTH_I0135,1
271848.BTH_I0188,0
271848.BTH_I0189,0
271848.BTH_I0213,0
271848.BTH_I0291,1
271848.BTH_I0312,0
271848.BTH_I0364,0
271848.BTH_I0366,0
271848.BTH_I0389,0
271848.BTH_I0409,0
271848.BTH_I0410,0
271848.BTH_I0422,0
271848.BTH_I0481,0
271848.BTH_I0508,0
271848.BTH_I0559,1
271848.BTH_I0560,1
271848.BTH_I0599,0
271848.BTH_I0600,0
271848.BTH_I0604,0
271848.BTH_I0610,0
271848.BTH_I0655,0
271848.BTH_I0662,0
271848.BTH_I0670,0
271848.BTH_I0733,0
271848.BTH_I0744,0
271848.BTH_I0850,0
271848.BTH_I0859,0
271848.BTH_I0871,0
271848.BTH_I0900,0
271848.BTH_I0955,0
271848.BTH_I0961,0
271848.BTH_I1043,0
271848.BTH_I1075,0
271848.BTH_I1131,0
271848.BTH_I1186,0
271848.BTH_I1187,1
271848.BTH_I1188,1
271848.BTH_I1192,0
271848.BTH_I1229,0
271848.BTH_I1231,0
271848.BTH_I1238,0
271848.BTH_I1255,0
271848.BTH_I1266,0
271848.BTH_I1310,0
271848.BTH_I1318,0
271848.BTH_I1323,0
271848.BTH_I1326,0
271848.BTH_I1357,0
271848.BTH_I1364,0
271848.BTH_I1387,0
271848.BTH_I1457,1
271848.BTH_I1617,0
271848.BTH_I1640,0
271848.BTH_I1661,1
271848.BTH_I1666,0
271848.BTH_I1727,0
271848.BTH_I1736,0
271848.BTH_I1738,0
271848.BTH_I1752,0
271848.BTH_I1753,0
271848.BTH_I1761,0
271848.BTH_I1776,0
271848.BTH_I1777,0
271848.BTH_I1814,0
271848.BTH_I1827,0
271848.BTH_I1914,0
271848.BTH_I1976,0
271848.BTH_I2007,0
271848.BTH_I2020,0
271848.BTH_I2040,1
271848.BTH_I2047,0
271848.BTH_I2116,0
271848.BTH_I2152,1
271848.BTH_I2165,0
271848.BTH_I2188,0
271848.BTH_I2214,0
271848.BTH_I2229,0
271848.BTH_I2299,0
271848.BTH_I2352,0
271848.BTH_I2467,0
271848.BTH_I2468,0
271848.BTH_I2469,0
271848.BTH_I2504,0
271848.BTH_I2563,0
271848.BTH_I2618,0
271848.BTH_I2685,0
271848.BTH_I2758,0
271848.BTH_I2808,0
271848.BTH_I2906,0
271848.BTH_I2907,0
271848.BTH_I2909,0
271848.BTH_I3122,0
271848.BTH_I3145,0
271848.BTH_I3158,0
271848.BTH_I3300,0
271848.BTH_I3301,0
271848.BTH_I3303,1
271848.BTH_I3334,0
271848.BTH_I3341,0
271848.BTH_I3342,0
271848.BTH_I3343,0
271848.BTH_I3344,0
271848.BTH_II0114,0
271848.BTH_II0117,0
271848.BTH_II0118,0
271848.BTH_II0137,0
271848.BTH_II0217,0
271848.BTH_II0457,0
271848.BTH_II0495,0
271848.BTH_II0533,0
271848.BTH_II0611,0
271848.BTH_II0664,1
271848.BTH_II0736,0
271848.BTH_II0791,0
271848.BTH_II0794,0
271848.BTH_II0798,0
271848.BTH_II0803,0
271848.BTH_II0876,0
271848.BTH_II0889,0
271848.BTH_II0983,0
271848.BTH_II1094,0
271848.BTH_II1120,0
271848.BTH_II1134,0
271848.BTH_II1245,0
271848.BTH_II1548,0
271848.BTH_II1565,0
271848.BTH_II1590,0
271848.BTH_II1598,0
271848.BTH_II1655,0
271848.BTH_II1696,0
271848.BTH_II1752,0
271848.BTH_II1754,0
271848.BTH_II1798,0
271848.BTH_II1800,0
271848.BTH_II1805,0
271848.BTH_II1922,0
271848.BTH_II1939,0
271848.BTH_II1945,0
271848.BTH_II2019,0
271848.BTH_II2156,0
271848.BTH_I0013,0
271848.BTH_I0015,0
271848.BTH_I0016,0
271848.BTH_I0216,0
271848.BTH_I0342,0
271848.BTH_I0356,0
271848.BTH_I0359,0
271848.BTH_I0377,0
271848.BTH_I0379,0
271848.BTH_I0431,0
271848.BTH_I0492,0
271848.BTH_I0523,0
271848.BTH_I0724,0
271848.BTH_I0830,0
271848.BTH_I0855,0
271848.BTH_I0865,0
271848.BTH_I0874,0
271848.BTH_I1042,0
271848.BTH_I1191,0
271848.BTH_I1224,1
271848.BTH_I1309,1
271848.BTH_I1345,0
271848.BTH_I1659,0
271848.BTH_I1668,0
271848.BTH_I1687,0
271848.BTH_I1781,0
271848.BTH_I1789,0
271848.BTH_I1819,0
271848.BTH_I1886,0
271848.BTH_I1908,0
271848.BTH_I1912,0
271848.BTH_I1931,0
271848.BTH_I1940,0
271848.BTH_I1947,0
271848.BTH_I2125,0
271848.BTH_I2187,0
271848.BTH_I2247,0
271848.BTH_I2419,1
271848.BTH_I2693,0
271848.BTH_I2704,0
271848.BTH_I2705,0
271848.BTH_I2733,0
271848.BTH_I2952,0
271848.BTH_I2954,0
271848.BTH_I2955,0
271848.BTH_I2961,0
271848.BTH_I2965,0
271848.BTH_I2992,0
271848.BTH_I3017,0
271848.BTH_I3088,0
271848.BTH_I3114,0
271848.BTH_I3222,0
271848.BTH_I3229,0
271848.BTH_II0061,0
271848.BTH_II0093,0
271848.BTH_II0186,0
271848.BTH_II0424,0
271848.BTH_II0430,0
271848.BTH_II0511,0
271848.BTH_II0680,0
271848.BTH_II0683,1
271848.BTH_II0946,0
271848.BTH_II1099,0
271848.BTH_II1141,0
271848.BTH_II1145,0
271848.BTH_II1146,0
271848.BTH_II1194,0
271848.BTH_II1229,0
271848.BTH_II1297,0
271848.BTH_II1375,0
271848.BTH_II1676,0
271848.BTH_II1952,0
271848.BTH_II1980,0
271848.BTH_II2040,0
271848.BTH_II2124,0
271848.BTH_II2258,0
271848.BTH_II2340,0
271848.BTH_II2366,0
271848.BTH_I0012,0
271848.BTH_I0014,0
271848.BTH_I0088,0
271848.BTH_I0142,1
271848.BTH_I0173,0
271848.BTH_I0183,0
271848.BTH_I0260,0
271848.BTH_I0289,1
271848.BTH_I0307,0
271848.BTH_I0316,0
271848.BTH_I0329,0
271848.BTH_I0330,0
271848.BTH_I0343,0
271848.BTH_I0346,0
271848.BTH_I0353,0
271848.BTH_I0362,0
271848.BTH_I0414,0
271848.BTH_I0437,0
271848.BTH_I0457,0
271848.BTH_I0478,0
271848.BTH_I0552,0
271848.BTH_I0553,1
271848.BTH_I0563,0
271848.BTH_I0620,0
271848.BTH_I0689,0
271848.BTH_I0690,0
271848.BTH_I0722,1
271848.BTH_I0751,0
271848.BTH_I0758,0
271848.BTH_I0769,1
271848.BTH_I0814,0
271848.BTH_I0815,0
271848.BTH_I0817,0
271848.BTH_I0818,0
271848.BTH_I0824,1
271848.BTH_I0835,0
271848.BTH_I0856,0
271848.BTH_I0858,0
271848.BTH_I0861,0
271848.BTH_I0949,0
271848.BTH_I0968,0
271848.BTH_I0998,0
271848.BTH_I1014,0
271848.BTH_I1038,0
271848.BTH_I1051,0
271848.BTH_I1087,0
271848.BTH_I1090,0
271848.BTH_I1093,0
271848.BTH_I1157,0
271848.BTH_I1179,0
271848.BTH_I1239,0
271848.BTH_I1240,0
271848.BTH_I1257,1
271848.BTH_I1265,0
271848.BTH_I1281,0
271848.BTH_I1284,0
271848.BTH_I1325,0
271848.BTH_I1338,0
271848.BTH_I1354,0
271848.BTH_I1356,0
271848.BTH_I1398,0
271848.BTH_I1422,0
271848.BTH_I1459,0
271848.BTH_I1513,0
271848.BTH_I1526,0
271848.BTH_I1542,1
271848.BTH_I1558,0
271848.BTH_I1565,1
271848.BTH_I1577,0
271848.BTH_I1578,0
271848.BTH_I1587,1
271848.BTH_I1588,1
271848.BTH_I1612,0
271848.BTH_I1636,0
271848.BTH_I1650,0
271848.BTH_I1651,0
271848.BTH_I1656,0
271848.BTH_I1663,0
271848.BTH_I1672,0
271848.BTH_I1711,0
271848.BTH_I1721,1
271848.BTH_I1737,1
271848.BTH_I1739,0
271848.BTH_I1740,1
271848.BTH_I1749,0
271848.BTH_I1760,0
271848.BTH_I1803,0
271848.BTH_I1815,0
271848.BTH_I1832,0
271848.BTH_I1833,0
271848.BTH_I1834,0
271848.BTH_I1836,0
271848.BTH_I1850,0
271848.BTH_I1875,1
271848.BTH_I1880,0
271848.BTH_I1883,1
271848.BTH_I1885,0
271848.BTH_I1891,0
271848.BTH_I1901,0
271848.BTH_I1910,0
271848.BTH_I1934,1
271848.BTH_I1938,0
271848.BTH_I1939,0
271848.BTH_I1944,1
271848.BTH_I1968,0
271848.BTH_I1969,0
271848.BTH_I1982,0
271848.BTH_I2005,0
271848.BTH_I2019,1
271848.BTH_I2022,1
271848.BTH_I2025,0
271848.BTH_I2026,0
271848.BTH_I2029,1
271848.BTH_I2062,1
271848.BTH_I2073,0
271848.BTH_I2118,0
271848.BTH_I2120,0
271848.BTH_I2121,0
271848.BTH_I2122,0
271848.BTH_I2134,0
271848.BTH_I2138,1
271848.BTH_I2153,0
271848.BTH_I2186,0
271848.BTH_I2202,0
271848.BTH_I2205,0
271848.BTH_I2210,0
271848.BTH_I2228,0
271848.BTH_I2235,1
271848.BTH_I2239,0
271848.BTH_I2253,0
271848.BTH_I2259,0
271848.BTH_I2263,0
271848.BTH_I2272,0
271848.BTH_I2280,0
271848.BTH_I2327,0
271848.BTH_I2424,0
271848.BTH_I2480,0
271848.BTH_I2494,0
271848.BTH_I2498,0
271848.BTH_I2499,0
271848.BTH_I2500,0
271848.BTH_I2501,0
271848.BTH_I2518,0
271848.BTH_I2556,1
271848.BTH_I2597,0
271848.BTH_I2692,0
271848.BTH_I2697,0
271848.BTH_I2701,0
271848.BTH_I2765,0
271848.BTH_I2844,0
271848.BTH_I2848,0
271848.BTH_I2869,0
271848.BTH_I2913,0
271848.BTH_I2978,0
271848.BTH_I2984,0
271848.BTH_I2997,0
271848.BTH_I2998,0
271848.BTH_I3001,0
271848.BTH_I3005,1
271848.BTH_I3006,0
271848.BTH_I3008,0
271848.BTH_I3082,1
271848.BTH_I3152,0
271848.BTH_I3159,0
271848.BTH_I3185,0
271848.BTH_I3210,0
271848.BTH_I3233,0
271848.BTH_I3235,1
271848.BTH_I3236,0
271848.BTH_I3238,1
271848.BTH_I3320,0
271848.BTH_II0043,0
271848.BTH_II0058,0
271848.BTH_II0153,0
271848.BTH_II0192,0
271848.BTH_II0223,0
271848.BTH_II0232,0
271848.BTH_II0296,0
271848.BTH_II0314,0
271848.BTH_II0340,0
271848.BTH_II0394,0
271848.BTH_II0496,0
271848.BTH_II0532,0
271848.BTH_II0547,0
271848.BTH_II0583,0
271848.BTH_II0605,0
271848.BTH_II0670,0
271848.BTH_II0675,1
271848.BTH_II0677,0
271848.BTH_II0679,0
271848.BTH_II0686,0
271848.BTH_II0892,0
271848.BTH_II0996,0
271848.BTH_II1089,0
271848.BTH_II1142,0
271848.BTH_II1151,0
271848.BTH_II1196,0
271848.BTH_II1204,0
271848.BTH_II1248,0
271848.BTH_II1305,0
271848.BTH_II1389,0
271848.BTH_II1461,0
271848.BTH_II1538,0
271848.BTH_II1597,0
271848.BTH_II1603,0
271848.BTH_II1628,0
271848.BTH_II1652,0
271848.BTH_II1671,0
271848.BTH_II1675,0
271848.BTH_II1712,0
271848.BTH_II1734,0
271848.BTH_II1735,0
271848.BTH_II1738,0
271848.BTH_II1749,0
271848.BTH_II1755,0
271848.BTH_II1840,0
271848.BTH_II1907,0
271848.BTH_II1923,0
271848.BTH_II1937,0
271848.BTH_II1953,0
271848.BTH_II1954,0
271848.BTH_II2022,0
271848.BTH_II2023,0
271848.BTH_II2029,0
271848.BTH_II2030,0
271848.BTH_II2066,0
271848.BTH_II2067,0
271848.BTH_II2119,0
271848.BTH_II2144,0
271848.BTH_II2151,0
271848.BTH_II2196,0
271848.BTH_II2200,0
271848.BTH_II2228,0
271848.BTH_II2290,0
271848.BTH_II2334,0
271848.BTH_II2373,0
271848.BTH_I0033,0
271848.BTH_I0124,0
271848.BTH_I0125,1
271848.BTH_I0127,0
