index,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,subgraph_centrality,load_centrality,harmonic_centrality,reaching_centrality,clustering_centrality,pagerank,degree(mean),degree(mean)(mean),external_edges,external_edges(mean),internal_edges
392499.Swit_0001,0.0849464386393535,0.0414906771953418,0.5008577409150285,0.0012378682355217,1.64464978692489e+122,0.0011474473590908,2811.333333333394,0.5283468019795892,0.2113788434746777,5135.0,92150.78539823007,79141.89427589599,26916918.0,18150179.619469028,7433081.0
392499.Swit_0002,0.0520578838564179,0.0155745947599949,0.4891344539827034,0.0004733986685155,2.3172229232237353e+121,0.000469227183723,2711.000000000072,0.509490697237375,0.1041699366923036,4954.0,63999.17689530686,67858.32563007543,15314208.0,13506784.631768951,1242676.0
392499.Swit_0003,0.0368351813568878,0.0118379535280481,0.4770848504871901,0.0001761794694067,1.33876258647482e+121,0.0001749012816775,2638.583333333434,0.4958811000438703,0.1237571951857666,3431.0,65118.74489795919,69505.26381044957,11463470.0,14067180.826530611,670479.0
392499.Swit_0004,0.0159744408945686,0.0048879856498508,0.4480934242816375,3.969794420852688e-05,2.282424836589372e+120,4.1260661675064953e-05,2483.500000000188,0.4667355760195804,0.1002801120448179,0.0,64213.42352941177,67324.85220261652,5221356.0,13404932.564705882,128432.0
392499.Swit_0007,0.0808118774666416,0.0397042267629029,0.4959248019040466,0.0004488611365197,1.506066291869224e+122,0.0004201372756686,2786.66666666674,0.5237110818768539,0.2167506911692958,5078.0,46805.75806451613,60005.44540957204,2772136.0,9608584.85483871,72464.0
392499.Swit_0008,0.0808118774666416,0.0425011517673345,0.4959248019040466,0.0006730837320861,1.7257573669892573e+122,0.0006085925764061,2787.166666666737,0.5238050491762333,0.2461213205399252,4525.0,43094.503937007874,54366.70654807458,5178474.0,8176474.677165355,161203.0
392499.Swit_0011,0.055064837436572,0.0243635258915121,0.4854071165166215,0.0003637240643714,5.670820628454841e+121,0.0003403016409035,2702.500000000087,0.5078932531479209,0.1923418579643742,3193.0,91118.56046511629,80603.95769419546,26334451.0,18712660.572093025,6485887.0
392499.Swit_0014,0.0373989851531667,0.0128451788430482,0.4755400533458393,0.0002077927445145,1.5762974714517026e+121,0.0002087173280863,2633.58333333344,0.4949414270500732,0.1385208872646058,2729.0,96458.93255813954,81701.31369683956,25611779.0,19233943.4,7990747.0
392499.Swit_0015,0.051494080060139,0.0228525989603036,0.4838080447565008,0.0003156638427368,4.9893306950564865e+121,0.0003075808485268,2690.166666666756,0.5055753930965525,0.1821074302826127,3764.0,62741.63636363636,70575.39531588506,631763.0,13848996.090909092,31835.0
392499.Swit_0033,0.0648374365720729,0.0299825716467604,0.4915903591909848,0.0004333197184029,8.588332182708766e+121,0.0004111028650651,2742.7500000000737,0.5154576207479935,0.2001179642736771,4523.0,47520.28193832599,54793.69839658437,9511448.0,9062939.22907489,666023.0
392499.Swit_0034,0.0661529787633903,0.0351674640984142,0.4888178913738019,0.0003673618958255,1.181569938950397e+122,0.0003402656951431,2735.000000000084,0.5140011276076083,0.2568473193473193,2186.0,85169.45392491468,76825.00801431823,19733294.0,17784782.293515358,2651304.0
392499.Swit_0035,0.04078180793084,0.0064779859490021,0.4825715875409859,0.0004284514780895,4.007924154993912e+120,0.0004267624835755,2666.416666666752,0.5011119463760105,0.1101723843659327,4837.0,61352.14473684211,66309.50715296355,4421551.0,12861226.210526315,130055.0
392499.Swit_0036,0.0379627889494455,0.0137670341458069,0.4796384208563042,0.0004156242473998,1.8106564225648564e+121,0.0004273587837696,2650.3333333334263,0.4980893315792945,0.1404856903600808,3763.0,77359.87826086956,73976.89123967526,20997866.0,16151573.553623188,2892324.0
392499.Swit_0037,0.0398421349370419,0.0143695580109112,0.4748566834110869,0.0003997922115234,1.9725965957237943e+121,0.000387837313543,2635.416666666777,0.4952859738144666,0.1350710900473933,4105.0,69892.93969849247,70556.39710115764,12150027.0,14591986.055276385,906477.0
392499.Swit_0043,0.0885171960157865,0.0475262725503516,0.4992968470204024,0.0004812326704372,2.157987175909699e+122,0.0004580255711125,2812.333333333401,0.5285347365783502,0.2560780593576365,4899.0,85402.09489051095,75611.04404656898,18444574.0,16816521.755474452,2513956.0
392499.Swit_0055,0.0781807930840067,0.0391764419880859,0.497511462604596,0.0005369583679843,1.466318939635622e+122,0.0005130458013956,2788.333333333396,0.524024306208118,0.2233665430954587,4915.0,72154.8,71099.66578206577,7183357.0,15260743.5,391587.0
392499.Swit_0060,0.0684081939485059,0.0324536792002452,0.49255210667962,0.0004614908521973,1.006227231944219e+122,0.0004369761444156,2752.5833333334067,0.5173056443024632,0.2047043865225683,4638.0,78238.33333333333,70362.55985058456,13071317.0,14017209.582089553,1350661.0
