index,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,subgraph_centrality,load_centrality,harmonic_centrality,reaching_centrality,clustering_centrality,pagerank,degree(mean),degree(mean)(mean),external_edges,external_edges(mean),internal_edges
171101.spr0001,0.1340920336467095,0.048135311037652,0.5142789340179014,0.0009494765046702,1.0566446365747157e+85,0.0009191800661962,1119.7499999999893,0.5540573973280501,0.2754954216208828,1462.0,71359.71955719557,62376.02779139727,12072853.0,9341380.487084871,3670327.0
171101.spr0002,0.1331024245423058,0.0452814200091434,0.5167824696946475,0.0011310377519663,9.35048105073528e+84,0.0010935818873461,1122.249999999991,0.5552944087085556,0.2494312822504577,1793.0,66571.44237918216,61462.03891129447,11862001.0,9120720.687732344,3070179.0
171101.spr0003,0.0489856506679861,0.0118744241768069,0.4750357935040529,0.0002396258729824,6.429794150174712e+83,0.0002464219471776,1008.7500000000108,0.499134092033652,0.1873840445269016,927.0,50571.17171717172,56338.4069917169,4320250.0,7265295.626262627,359656.0
171101.spr0004,0.1479465611083622,0.0531544531358291,0.5201139709175371,0.0010885327085812,1.2885126162546117e+85,0.0010471931911821,1136.3333333333237,0.5622629061520652,0.2711499180714237,1884.0,71187.745819398,63259.34097823737,12397180.0,9290983.137123743,4489330.0
171101.spr0005,0.1098466105888174,0.0393384365506193,0.5078051307195893,0.0007953758163551,7.057335595883974e+84,0.000785070812695,1094.999999999989,0.5418109846610535,0.2712078594431535,1346.0,69576.12612612612,62580.12308194748,10850932.0,9335975.936936935,2329916.0
171101.spr0006,0.1192478970806531,0.0404575941753861,0.5110215300780869,0.0008521157102318,7.464277580635684e+84,0.0008145939712053,1105.416666666656,0.5469651987464899,0.2562240663900414,1139.0,66187.88381742738,60891.85903885786,11107873.0,9179819.987551868,2455806.0
171101.spr0007,0.0346363186541316,0.0110053149148756,0.4653903966816357,5.5369466691564427e-05,5.523185271199381e+83,5.810606270239695e-05,985.2500000000124,0.4875061850569086,0.2583850931677018,0.0,61076.75714285715,60036.46202725703,3830410.0,8953424.514285713,232975.0
171101.spr0008,0.0445324096981692,0.0146084942777516,0.4696162931823536,0.0001156180869773,9.73234316220766e+83,0.0001184644223106,998.0333333333454,0.4938314365825558,0.2781523096129837,293.0,67962.05555555556,60867.565578747046,5142474.0,8512199.944444444,501884.0
171101.spr0009,0.0475012370113805,0.0089321327421332,0.4755958451351589,0.0002675457553093,3.637712235450919e+83,0.0002807418156736,1008.7833333333438,0.4991505855187252,0.2100877192982456,792.0,45680.375,50530.51504471698,3688644.0,6053716.083333333,362801.0
171101.spr0010,0.1152894606630381,0.0375876064277758,0.5101168384466891,0.0008182459320719,6.4428557999557014e+84,0.0008013189481207,1101.6666666666565,0.5451096816757329,0.2213260322628385,1558.0,64752.04721030043,60207.36460767823,11085442.0,8861683.793991417,2034029.0
171101.spr0011,0.095002474022761,0.0308389692187141,0.4972884564147458,0.0004701480643702,4.336962902577771e+84,0.000471222790923,1071.3333333333253,0.5301006102589437,0.2360383944153577,1084.0,62717.552083333336,61098.64392496084,9139793.0,9037090.723958334,1482459.0
171101.spr0012,0.1538842157347847,0.0517364185345126,0.5236246051968352,0.0015518510616154,1.2206191923338233e+85,0.0015008160522524,1144.7499999999916,0.5664275111330983,0.2368011617052173,1935.0,66360.84565916398,60727.00643799363,13106733.0,9087696.189710611,3813932.0
171101.spr0013,0.0420583869371598,0.0079985956642853,0.4689611669886558,0.0001621091989592,2.9170155282117704e+83,0.0001693803052359,995.1666666666788,0.4924129968662438,0.2938375350140056,727.0,44175.68235294118,50462.53209613835,2994852.0,6142271.917647059,390981.0
171101.spr0021,0.1563582384957941,0.0510541362810918,0.5219984418266586,0.0026727869707206,1.1886613845488965e+85,0.0024870373166464,1144.3333333333237,0.5662213425696802,0.2258790436005626,1971.0,7651.2,21903.9202020202,36850.0,692140.8,1406.0
171101.spr0025,0.1029193468579911,0.0300271049448242,0.5033695980080382,0.0010972555265807,4.111550410793246e+84,0.0010893926444791,1084.4999999999875,0.536615536862933,0.1957915273132664,1641.0,2975.0,4468.555555555556,2305.0,37242.0,670.0
171101.spr0032,0.1845620979713013,0.0571356458604861,0.5357242972691126,0.0049460785849782,1.4886510382784873e+85,0.0045670059595925,1179.833333333327,0.5837869041728484,0.2010435584767505,2009.0,4468.555555555556,15531.673554256007,37242.0,290153.3333333333,2975.0
171101.spr0037,0.12370113805047,0.0423169874137345,0.5069117816582581,0.0008300066188227,8.166237186825033e+84,0.0007924618133234,1103.4166666666536,0.5459755896420849,0.2566425702811244,1199.0,35117.333333333336,49913.42708109704,201321.0,5429412.666666667,5536.0
171101.spr0048,0.1029193468579911,0.0339666070035405,0.5006209926081432,0.0005759086644774,5.261221047228671e+84,0.0005600857276202,1081.1666666666547,0.5349661883555936,0.2556205871423262,893.0,32273.28571428572,49734.64350834709,210051.0,4962376.571428572,9034.0
171101.spr0049,0.1019297377535873,0.0342671392089609,0.5029930122738675,0.0004948254861218,5.354692092087717e+84,0.0004833569183521,1083.3333333333208,0.5360382648853641,0.2660194174757281,731.0,36779.3,50733.03981333733,339972.0,5693332.4,15240.0
171101.spr0057,0.0672934190994557,0.0087958886863288,0.4886148205470467,0.0010893013796754,3.5270455322544387e+83,0.0010981055123285,1040.3333333333364,0.514761669140691,0.1617647058823529,1728.0,48248.44827586207,51894.23025088871,1272222.0,6781497.310344827,67864.0
171101.spr0075,0.0400791687283523,0.0047254361769649,0.4702732523241336,0.000791791142596,1.0179877005237148e+83,0.0009204869593217,995.6666666666785,0.4926603991423445,0.178395061728395,1279.0,64693.762658227846,61070.68739263989,12756902.0,8799899.01898734,3888432.0
171101.spr0124,0.1212271152894606,0.0421426235458663,0.5128405744261909,0.0007828500586792,8.099206226697221e+84,0.0007578817739188,1108.99999999999,0.5487382483918802,0.2558046169287387,1606.0,57417.13157894737,57743.1617426384,8688490.0,8193264.9,1135169.0
171101.spr0125,0.0870856011875309,0.029885471663735,0.4960654154496333,0.0003934090897271,4.0730989104870265e+84,0.0003900629978765,1064.249999999994,0.5265957446808481,0.262012987012987,947.0,60436.81132075472,59475.11428621184,7819002.0,8265222.798742139,918726.0
171101.spr0131,0.1380504700643246,0.0458494276471264,0.5170474184102047,0.0016133473359201,9.586318509991289e+84,0.001522429828964,1125.6666666666565,0.5569849909285782,0.2331038395090379,1823.0,45449.71739130434,50386.2134261667,3658727.0,6263046.597826087,274178.0
171101.spr0160,0.1454725383473528,0.0468746286808589,0.5191768286275956,0.0013530384510087,1.0019704507285673e+85,0.0012892026320626,1133.2499999999898,0.5607372587827757,0.2263936291240045,1929.0,59010.307692307695,58643.81283024124,9444985.0,8235054.427884615,1446520.0
171101.spr0165,0.1172686788718456,0.0384788800871507,0.5090868195906635,0.0008729857999409,6.7519337392036425e+84,0.0008410957290038,1101.9499999999891,0.5452498762988566,0.2386826861188586,1638.0,44614.96590909091,53401.89347368365,3572785.0,6504550.488636363,187400.0
171101.spr0171,0.1410192973775358,0.0501735842151624,0.5169149101020525,0.0011932782761485,1.1480108406595465e+85,0.0011428136745951,1127.5833333333228,0.5579333663202982,0.2644180874722016,1762.0,40460.73563218391,49287.92590386107,3081521.0,5516060.310344827,231650.0
