index,ess
272560.BPSL0001,0
272560.BPSL0002,0
272560.BPSL0003,0
272560.BPSL0004,0
272560.BPSL0010,0
272560.BPSL0076,0
272560.BPSL0118,0
272560.BPSL0125,0
272560.BPSL0127,0
272560.BPSL0128,1
272560.BPSL0209,0
272560.BPSL0220,0
272560.BPSL0243,0
272560.BPSL0245,0
272560.BPSL0315,0
272560.BPSL0318,0
272560.BPSL0322,0
272560.BPSL0329,0
272560.BPSL0380,0
272560.BPSL0388,0
272560.BPSL0389,0
272560.BPSL0392,0
272560.BPSL0394,0
272560.BPSL0407,0
272560.BPSL0416,0
272560.BPSL0426,0
272560.BPSL0427,0
272560.BPSL0429,0
272560.BPSL0436,0
272560.BPSL0437,0
272560.BPSL0449,0
272560.BPSL0453,0
272560.BPSL0457,0
272560.BPSL0458a,0
272560.BPSL0460,0
272560.BPSL0472,0
272560.BPSL0528,0
272560.BPSL0574,0
272560.BPSL0591,0
272560.BPSL0612,0
272560.BPSL0626,0
272560.BPSL0643,1
272560.BPSL0644,1
272560.BPSL0653,0
272560.BPSL0687,0
272560.BPSL0688,0
272560.BPSL0692,0
272560.BPSL0698,0
272560.BPSL0724,0
272560.BPSL0764,0
272560.BPSL0765,0
272560.BPSL0766,0
272560.BPSL0788,0
272560.BPSL0792,0
272560.BPSL0794,0
272560.BPSL0795,0
272560.BPSL0870,0
272560.BPSL0880,1
272560.BPSL0944,0
272560.BPSL0962,0
272560.BPSL0968,0
272560.BPSL0974,0
272560.BPSL0983,0
272560.BPSL0993,0
272560.BPSL0994,0
272560.BPSL0995,0
272560.BPSL1001,0
272560.BPSL1013,0
272560.BPSL1020,0
272560.BPSL1029,0
272560.BPSL1085,0
272560.BPSL1087,0
272560.BPSL1180,0
272560.BPSL1194,0
272560.BPSL1204,0
272560.BPSL1208,0
272560.BPSL1233,0
272560.BPSL1304,0
272560.BPSL1324,0
272560.BPSL1378,0
272560.BPSL1410,0
272560.BPSL1420,0
272560.BPSL1431,0
272560.BPSL1466,0
272560.BPSL1467,0
272560.BPSL1492,0
272560.BPSL1508,0
272560.BPSL1534,0
272560.BPSL1537,0
272560.BPSL1538,0
272560.BPSL1578,0
272560.BPSL1591,0
272560.BPSL1727,1
272560.BPSL1751,1
272560.BPSL1754,0
272560.BPSL1768,0
272560.BPSL1782,0
272560.BPSL1826,0
272560.BPSL1827,0
272560.BPSL1860,0
272560.BPSL1917,0
272560.BPSL1966,0
272560.BPSL2034,0
272560.BPSL2139,0
