,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,subgraph_centrality,load_centrality,harmonic_centrality,reaching_centrality,clustering_centrality,pagerank
471876.Spy49_0001,0.1519287833827893,0.050665037246235355,0.5187100770034295,0.0017006829418223538,1.938226363558253e+82,0.0017078481570891057,946.6666666666706,0.5618199802176087,0.30511642156862745,1411.0
471876.Spy49_0002,0.16142433234421363,0.04952992499775143,0.5211453355809105,0.0016153537481383945,1.8523233164346995e+82,0.0015037497446383319,954.4166666666707,0.5664193867457986,0.2636748426307792,1576.0
471876.Spy49_0003,0.0486646884272997,0.011280917443022086,0.47168820033456343,0.0002097195688549671,9.608730963462067e+80,0.00021323030223591435,835.3333333333428,0.4957467853610343,0.21619993977717555,672.0
471876.Spy49_0004,0.16676557863501484,0.056415855694895836,0.5224535133922211,0.0012539456140955318,2.403220463186847e+82,0.0011900010065354608,958.6666666666708,0.568941641938677,0.30973563802745296,1538.0
471876.Spy49_0005,0.1281899109792285,0.0410451171436192,0.5082598739868769,0.0012464385604563798,1.2720638371480643e+82,0.0012063813317930681,922.3333333333383,0.5473788328387764,0.2772609819121447,1325.0
471876.Spy49_0006,0.12759643916913946,0.04192491407377929,0.505022549948744,0.0006792723205481645,1.3271657371046094e+82,0.0006564467966494329,918.4166666666724,0.5450544015825949,0.30228211258422083,880.0
471876.Spy49_0008,0.042729970326409496,0.011810515802015161,0.4652303289133861,0.00010610472251951289,1.0532141207649164e+81,0.00011268784932075195,823.9166666666775,0.4889713155291855,0.25,214.0
471876.Spy49_0009,0.08130563798219584,0.01869735358227229,0.4875722832155224,0.0008162506724179629,2.6396337904120447e+81,0.0008313885531842342,872.7500000000073,0.5179525222551972,0.18130098754830398,1390.0
471876.Spy49_0010,0.045103857566765576,0.007327674572746991,0.4753238216331741,0.0005578346107443522,4.0541435380675004e+80,0.0006084244124900198,837.8333333333416,0.4972304648862561,0.15754385964912282,986.0
471876.Spy49_0011,0.13531157270029673,0.039390179372439126,0.5095040842047152,0.0013285603262672822,1.1715420463400739e+82,0.0013125573904543776,927.5833333333385,0.5504945598417439,0.23255274750753535,1523.0
471876.Spy49_0012,0.09495548961424333,0.0292529438753598,0.4880009810026404,0.0003862932962845686,6.461271588577993e+81,0.00038537789288858344,880.9166666666747,0.522799208704258,0.27790880503144655,219.0
471876.Spy49_0013,0.17270029673590503,0.05373445261587281,0.5279198944771746,0.0018612087938397164,2.1801561979052732e+82,0.0018383611334653362,967.6666666666698,0.5742828882294776,0.2619030690840147,1616.0
471876.Spy49_0014,0.04807121661721068,0.011031253480440737,0.4695598835817848,0.00020046685355505967,9.188008872853729e+80,0.00020466448790752703,832.3333333333434,0.4939663699307676,0.19753086419753085,402.0
471876.Spy49_0023,0.11513353115727003,0.034761656981417415,0.5027353101391935,0.0010022318274424333,9.12384280918604e+81,0.0009953668434862163,909.0833333333387,0.5395153313550971,0.27503872656375195,1292.0
471876.Spy49_0024,0.10148367952522255,0.03061345964966406,0.4945231206358803,0.0005725749834206283,7.076194947716399e+81,0.0005624926112197504,892.1666666666733,0.5294757665677586,0.27561059511523905,822.0
471876.Spy49_0033,0.15964391691394658,0.05059461843788674,0.5156578963087671,0.001174385244571133,1.932834035618599e+82,0.001126022280589221,947.8333333333385,0.5625123639960465,0.27395550130388946,1565.0
471876.Spy49_0035,0.07537091988130563,0.018973390508463653,0.4837476313715889,0.0005435750365305543,2.7181857159750645e+81,0.000552170980318564,865.2500000000076,0.5135014836795297,0.19322584676915386,1110.0
471876.Spy49_0038,0.11928783382789317,0.02939413083498358,0.4957009071691006,0.0014579102175035896,6.523854744392393e+81,0.0014646128916798319,903.5833333333408,0.5362512363996088,0.20228855721393035,1545.0
471876.Spy49_0044,0.14183976261127595,0.05225397586160122,0.5074853237369731,0.0005503847442008407,2.0617936008001625e+82,0.0005284124769878309,929.1666666666727,0.551434223541052,0.41397981786857,634.0
471876.Spy49_0045,0.1543026706231454,0.056089320054788505,0.5101284764647699,0.0007814931063444856,2.375550882091887e+82,0.0007613270700020836,939.0833333333394,0.5573194856577682,0.3916839916839917,1305.0
471876.Spy49_0049,0.13531157270029673,0.05217159323006462,0.5034954179561563,0.0003443010867248086,2.055301529720234e+82,0.0003304473866564991,921.3333333333397,0.5467853610286882,0.45625627946518277,471.0
471876.Spy49_0050,0.12225519287833828,0.047263976167946635,0.49926817006926805,0.0002797963983225538,1.6868292948031195e+82,0.00026950744944317473,909.2500000000067,0.5396142433234461,0.4824532322993133,445.0
471876.Spy49_0053,0.15845697329376854,0.056609607687802634,0.5126414246246949,0.0010053626946386423,2.4198294559089847e+82,0.0009745885233001794,943.9166666666725,0.560187932739865,0.3791501224972544,1442.0
471876.Spy49_0054,0.1281899109792285,0.048777694836400994,0.5019774938742867,0.0003557663202476113,1.796593186105849e+82,0.0003360131281294362,915.7500000000063,0.5434718100890245,0.4486649440137812,420.0
471876.Spy49_0057,0.11275964391691394,0.04482241855825843,0.4952585803631794,0.0003218598302254345,1.5170560010709e+82,0.0003143109754167337,899.5833333333403,0.5338773491592524,0.5173489278752437,812.0
471876.Spy49_0059,0.142433234421365,0.0548693568569873,0.5076400448722588,0.00036254352054449596,2.273344548530288e+82,0.0003454925524309247,929.6666666666727,0.5517309594460965,0.4447350069735007,351.0
471876.Spy49_0062,0.13649851632047477,0.05195340962026805,0.505022549948744,0.00041498450569376683,2.0381510020089296e+82,0.00039637958871819207,923.5000000000063,0.5480712166172144,0.4506170495538257,613.0
