,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,subgraph_centrality,load_centrality,harmonic_centrality,reaching_centrality,clustering_centrality,pagerank
272635.MYPU_0010,0.2138200782268579,0.06014144958081521,0.5397014454309429,0.004650007395836982,8.780798752103976e+58,0.004537261064786737,454.9999999999993,0.5932203389830499,0.3930869370043394,674.0
272635.MYPU_0020,0.21121251629726207,0.057048202777127015,0.5320352317174352,0.002660473338833021,7.90064671358456e+58,0.0025798990416774923,450.999999999999,0.5880052151238578,0.38655011118779237,688.0
272635.MYPU_0030,0.041720990873533245,0.012333429405583076,0.4380734539521337,4.247269065705028e-05,3.6927809554690866e+57,4.397031571023944e-05,357.74999999999784,0.4664276401564484,0.4778225806451613,0.0
272635.MYPU_0040,0.04563233376792699,0.00671648408796156,0.46184069436384007,0.0007322431313434035,1.0950960567355035e+57,0.0008357608706382143,373.0833333333312,0.48641894828335164,0.15798319327731092,191.0
272635.MYPU_0070,0.0560625814863103,0.0035018176413401923,0.45705040040155503,0.001478926438031523,2.976861342887747e+56,0.001671929959549108,373.08333333333127,0.48641894828335114,0.21483942414174972,563.0
272635.MYPU_0090,0.242503259452412,0.07574223724452424,0.5436180016387145,0.003675206484350274,1.3927407598341432e+59,0.0034806408898538483,463.9999999999991,0.6049543676662309,0.48334786399302526,697.0
272635.MYPU_0100,0.23859191655801826,0.07655413317575344,0.5408704738325983,0.002357983463433324,1.4227588374231389e+59,0.002199461518400812,461.83333333333235,0.6021295089091686,0.5104185432054285,315.0
272635.MYPU_0130,0.20990873533246415,0.057848719386701865,0.5358409200702065,0.0036270202697351295,8.123977876211343e+58,0.003474827084000596,452.33333333333263,0.5897435897435886,0.37942546583850933,657.0
272635.MYPU_0150,0.25032594524119944,0.07099838367245044,0.5459953398383007,0.004430524909437399,1.2237234433676594e+59,0.00421342779029883,466.99999999999915,0.6088657105606247,0.38967059336823734,732.0
272635.MYPU_0270,0.08083441981747067,0.009250055690278158,0.47113560142021926,0.0018983623391540263,2.0770613877513407e+57,0.0020552038195879897,387.7499999999982,0.505541069100388,0.27551560021152827,648.0
272635.MYPU_0340,0.2816166883963494,0.07793270181830199,0.5607077891153807,0.007588317402662082,1.474433972994332e+59,0.00709272290424846,480.9999999999993,0.6271186440677957,0.3748062015503876,756.0
272635.MYPU_0460,0.2894393741851369,0.07998332713144332,0.5657897328233751,0.0042007624031597315,1.5530397450592527e+59,0.003956217101960058,484.9999999999995,0.6323337679269875,0.3755248461130814,762.0
272635.MYPU_0490,0.1877444589308996,0.05196211398968778,0.5256881447425604,0.002956561481271175,6.554726140990083e+58,0.002855765565102009,442.1666666666657,0.576488483268143,0.3924825174825175,616.0
272635.MYPU_0510,0.151238591916558,0.04269356086683403,0.5068373520014537,0.0009556964292151834,4.4249079055911606e+58,0.0009334855849015779,423.9999999999988,0.5528031290743136,0.4278860569715142,196.0
272635.MYPU_0520,0.20208604954367665,0.048938466506470976,0.5309040441234221,0.003546440308716101,5.81403595908487e+58,0.00340347857972261,448.1666666666659,0.5843111690569305,0.3183912861332216,704.0
272635.MYPU_0550,0.07953063885267275,0.017275260838681722,0.48050391677879967,0.0027488513338430752,7.244756193867932e+57,0.002589944055136051,392.166666666665,0.511299435028246,0.28797814207650274,319.0
272635.MYPU_0580,0.054758800521512385,0.003996962755604082,0.4652829852535085,0.0061956222506399745,3.878221912801936e+56,0.006278555641695001,377.49999999999807,0.49217731421120925,0.19628339140534262,493.0
272635.MYPU_0810,0.06779661016949153,0.011442132092740925,0.46184069436384007,0.0027706581800208937,3.178261350802799e+57,0.00252878834343279,378.91666666666475,0.4940243372446725,0.31221719457013575,586.0
272635.MYPU_0820,0.06779661016949153,0.011442132092740925,0.46184069436384007,0.0027706581800208937,3.178261350802799e+57,0.00252878834343279,378.91666666666475,0.4940243372446725,0.31221719457013575,579.0
272635.MYPU_0860,0.08996088657105605,0.02146634917939159,0.4826711380529308,0.0031978877062397277,1.1186511688724617e+58,0.0029922537824364527,396.1666666666651,0.5165145588874378,0.3235294117647059,399.0
272635.MYPU_0960,0.21251629726205998,0.05850291918021274,0.5339312945532065,0.002623233434548307,8.308746463589104e+58,0.002582080298294072,452.1666666666658,0.5895262929161222,0.3911989699310763,665.0
272635.MYPU_1010,0.04954367666232073,0.006710514353780163,0.45099675271411716,0.0002367423949514618,1.0931288580465669e+57,0.0002545336697472003,367.9999999999979,0.4797913950456281,0.3655761024182077,241.0
272635.MYPU_1040,0.22033898305084745,0.05999334747646695,0.5412612761980843,0.004412902370041167,8.737492331902888e+58,0.004134630212693246,457.3333333333327,0.5962624945675784,0.37644406875176106,694.0
272635.MYPU_1050,0.23859191655801826,0.07162656205267123,0.5483935624144572,0.0030486193195936226,1.245478195890056e+59,0.0029229344293381725,464.9999999999994,0.6062581486310292,0.4384195039932745,666.0
272635.MYPU_1280,0.1408083441981747,0.034499817024466625,0.5058106726928756,0.0018454374645767897,2.8894438313910626e+58,0.001848769583321636,420.8333333333321,0.5486744893524537,0.32173762547594326,605.0
272635.MYPU_1420,0.19947848761408082,0.05981590182072318,0.5279109275955945,0.0013777460202923654,8.686024189734148e+58,0.0013352657966474747,446.1666666666657,0.5817036071273346,0.44040247678018574,365.0
272635.MYPU_1430,0.28292046936114734,0.08565120392855209,0.5611277949499242,0.003514030282070288,1.7809714634000977e+59,0.0033613019628512355,481.4999999999994,0.6277705345501947,0.44269499914661203,754.0
272635.MYPU_1470,0.2633637548891786,0.073435510225884,0.5548930416727027,0.00757788259542138,1.3091692288329085e+59,0.007087738305143727,473.9999999999994,0.6179921773142103,0.38318309442884585,742.0
272635.MYPU_1520,0.11342894393741851,0.02990479762199705,0.4908948926986557,0.0014758141075510115,2.1710509671501355e+58,0.001495876979323882,406.33333333333167,0.5297696653628833,0.36193531141406043,390.0
272635.MYPU_1530,0.12385919165580182,0.037072792476236155,0.4921850238226995,0.000795324929224051,3.336580241908665e+58,0.0008183403095853108,409.8333333333319,0.534332898739676,0.4618141097424412,295.0
272635.MYPU_1540,0.16558018252933507,0.05281183766838321,0.5092492224732486,0.0009265186368652449,6.771072503403781e+58,0.0009086629117170278,428.8333333333319,0.5591047370708367,0.5221847269091363,208.0
