,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,subgraph_centrality,load_centrality,harmonic_centrality,reaching_centrality,clustering_centrality,pagerank
243277.VC0001,0.004240657301881791,0.0014344213078655809,0.372914489643984,0.0,8.513749555154198e+97,0.0,1477.3999999999432,0.3915716936124949,1.0,0.0
243277.VC0002,0.032865094089583886,0.010761016204192791,0.4699077993407012,0.00023141613639804528,4.79106461528023e+99,0.0002537232685442348,1846.4999999999588,0.4893983567452843,0.13624442696039862,1763.0
243277.VC0003,0.09276437847866419,0.03824284456371473,0.49761551021816086,0.0009614644838121004,6.051290079453067e+100,0.0009165359667817733,1995.16666666664,0.52880113084194,0.17485059353254195,3540.0
243277.VC0004,0.09382454280413463,0.03884769440823185,0.4948553607953977,0.0008419581044514111,6.244316662117778e+100,0.0008114453174030252,1989.8333333333037,0.5273875784079787,0.18031081448760422,3606.0
243277.VC0005,0.03710575139146567,0.014371345918223645,0.4676790803722855,0.0001454939525738691,8.545709786046798e+99,0.00015615457617734331,1845.8333333332903,0.48922166269103834,0.19116135662898254,1404.0
243277.VC0006,0.06493506493506493,0.028391581692215458,0.4831156255728148,0.0004183124103236005,3.3353717333936383e+100,0.0004189667351337966,1923.166666666632,0.5097181729834699,0.2441953830712613,2566.0
243277.VC0007,0.056983832494036574,0.028712448510528687,0.4767839155035947,0.00021549690106137344,3.411256986458511e+100,0.00021391878718987782,1895.9999999999602,0.5025178902729815,0.33431862638556836,1945.0
243277.VC0008,0.03657566922873045,0.012774657532500544,0.4679126863065374,0.00024388961211455661,6.752229158255709e+99,0.00026436727663147516,1845.9166666666235,0.4892437494478191,0.16735427906484715,2480.0
243277.VC0009,0.016432547044791943,0.003932620003068188,0.441972728466944,5.66840976841491e-05,6.398344017950802e+98,7.741611143693076e-05,1744.0833333332719,0.4622537326618769,0.25594923320994184,1494.0
243277.VC0010,0.0198780811025709,0.004324843299386913,0.44767560238264653,0.00011439982884470136,7.738155963353152e+98,0.00014173825847318294,1766.4999999999459,0.4681950702358695,0.15387387387387388,2145.0
243277.VC0011,0.004505698383249403,0.0015189253191245013,0.3765117355247941,1.0408789861404321e-07,9.546348425499779e+97,4.3845306272368997e-07,1492.6499999999342,0.39561357010334863,0.9852941176470589,796.0
243277.VC0012,0.0996554465942221,0.04144710427245254,0.4983435020538305,0.0011373897341265314,7.107831784057397e+100,0.0010801965577626387,2006.0833333333062,0.531694495980203,0.17971631205673758,3648.0
243277.VC0013,0.10389610389610389,0.043932105269798856,0.49947277951782876,0.0009640919595063601,7.985693615379803e+100,0.0009155710504097855,2014.1666666666395,0.5338369113879246,0.1823816483114985,3674.0
243277.VC0014,0.06917572223694672,0.026059427226512395,0.4882143051391207,0.0005689608673132494,2.809714816791431e+100,0.0005635415549599826,1941.7499999999698,0.5146435197455524,0.1605658709106985,2941.0
243277.VC0015,0.10495626822157433,0.04559636687394157,0.5004066228556024,0.001083303402627863,8.602222497537117e+100,0.001025257224218404,2017.9166666666404,0.5348308154430533,0.1940928270042194,3655.0
243277.VC0016,0.004505698383249403,0.0015189253191245013,0.3765117355247941,1.0408789861404321e-07,9.546348425499891e+97,4.3845306272368997e-07,1492.6499999999342,0.39561357010334863,0.9852941176470589,553.0
243277.VC0017,0.007156109196925523,0.001808260854430328,0.39219644043780105,1.5018258159561766e-05,1.3529036041339137e+98,2.3277267449177186e-05,1558.4166666665963,0.4130444385546153,0.4843304843304843,1073.0
243277.VC0047,0.04717731248343493,0.010051098164585093,0.4799596249446332,0.00041452950733470665,4.1789664873888573e+99,0.0004266869973605972,1892.1666666666338,0.5015018994610742,0.10029835586872342,3062.0
243277.VC0071,0.01616750596342433,0.0036147476300028548,0.44950153454207664,0.00010004796571406095,5.40501437103318e+98,0.0001391024159193663,1766.333333333283,0.46815089672230864,0.14426229508196722,1139.0
243277.VC0078,0.018287834614365225,0.0058948298448774986,0.4540221485451049,4.3119061251432235e-05,1.4377106857254535e+99,4.5452154662289545e-05,1782.4999999999532,0.47243572753775304,0.13768115942028986,880.0
243277.VC0119,0.062019613040021196,0.01855473225360336,0.48417686935556936,0.000567826277922679,1.4243800653415236e+100,0.0005616666136285338,1922.4166666666347,0.5095193921724447,0.11089101647041562,3370.0
243277.VC0213,0.06228465412138881,0.019749751337331495,0.4868821195351808,0.000500792654970932,1.6137615721954492e+100,0.0004980670007529486,1929.5833333333035,0.51141885325558,0.12780505546462995,2840.0
243277.VC0222,0.09329446064139942,0.03666216438563329,0.4970873961186988,0.0007748978976712594,5.561370522031735e+100,0.0007525296540560183,1994.8333333333064,0.5287127838148175,0.16415760165760165,3640.0
243277.VC0227,0.2107076596872515,0.06923061495776044,0.5382911639050066,0.005787675201744095,1.9829742628261497e+101,0.005512010625587335,2238.6666666666965,0.5933386341549697,0.11252000063368345,3774.0
243277.VC0240,0.0731513384574609,0.02198638406690593,0.49038670225660924,0.0010668079751079594,1.9999927338224185e+100,0.001024399974836603,1952.4166666666379,0.517470624613474,0.11220026350461133,3550.0
