,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,subgraph_centrality,load_centrality,harmonic_centrality,reaching_centrality,clustering_centrality,pagerank
85962.HP0001,0.12993630573248408,0.04224117260873517,0.5215392958540243,0.0011773509161895964,1.8838937084489356e+74,0.0011456872288722775,873.9166666666691,0.5566348195329103,0.2696319907273254,1070.0
85962.HP0002,0.08917197452229299,0.027469183911122835,0.5017700581698691,0.0004211858355062751,7.966475174613391e+73,0.00042201722072858467,833.0000000000044,0.5305732484076461,0.24439876670092497,726.0
85962.HP0003,0.12038216560509553,0.035230884763264386,0.5158554131713351,0.0007949182775992786,1.3104454139479676e+74,0.0007838225025555302,863.4166666666698,0.5499469214437387,0.2457503095800968,1232.0
85962.HP0004,0.06560509554140127,0.013264966365159461,0.4936821084332499,0.0005600938024862137,1.8576227531795748e+73,0.0005745763960814149,812.4166666666714,0.5174628450106187,0.18142014087188274,995.0
85962.HP0005,0.12229299363057325,0.04030552716328931,0.5158554131713351,0.0006750059560009364,1.7151824146892332e+74,0.0006601983448043698,864.3333333333367,0.5505307855626348,0.27699607329842935,606.0
85962.HP0006,0.09235668789808917,0.02666380310391939,0.5045252555177011,0.00040188082202966246,7.506082204277634e+73,0.0003936657108190911,837.500000000004,0.5334394904458624,0.24090038314176246,368.0
85962.HP0050,0.017197452229299363,0.003111637219111702,0.4446371167329355,8.2311353741933e-05,1.0221916246781e+72,0.0001108435912866188,728.7500000000152,0.4641719745223027,0.2222222222222222,257.0
85962.HP0059,0.029299363057324838,0.004328653159940449,0.46738784891765484,0.00043484955661241985,1.978132413837803e+72,0.0005286723540985959,763.5000000000095,0.48630573248408254,0.1497584541062802,815.0
85962.HP0083,0.16369426751592356,0.06193245459271603,0.5284202270239522,0.0010728512326679783,4.0499211169567973e+74,0.0010419785200624734,898.0833333333363,0.5720276008492589,0.36220209143968873,1099.0
85962.HP0088,0.1859872611464968,0.05615341278835137,0.5421763939891714,0.002813886513890932,3.329081531230459e+74,0.002715837951352691,922.2500000000015,0.587420382165606,0.21557689591865556,1542.0
85962.HP0090,0.1503184713375796,0.04996840104119697,0.5246927077873035,0.0014082565270490451,2.636278497375842e+74,0.00140528243955031,887.6666666666696,0.5653927813163501,0.27893977641543455,1425.0
85962.HP0109,0.2484076433121019,0.07640403840351856,0.5632925319447538,0.00629760563855154,6.163257052317217e+74,0.005908981072282689,972.9166666666678,0.6196921443736737,0.22275393843517236,1571.0
85962.HP0116,0.19554140127388533,0.05859005687693661,0.5448239243400078,0.0033539929516353375,3.624290911416907e+74,0.0031759805329671376,929.5833333333348,0.5920912951167738,0.21364246024142555,1552.0
85962.HP0124,0.14585987261146496,0.05424790916478438,0.5239886585316345,0.0013574999741427652,3.1072465121672507e+74,0.001253436655425082,884.5833333333362,0.563428874734609,0.36217727725427107,1129.0
85962.HP0125,0.08471337579617834,0.03464391171862161,0.4930587724377533,0.0004419934425470262,1.2673112906282581e+74,0.0004395248127993635,821.5833333333395,0.5233014861995793,0.5274550011392116,678.0
85962.HP0153,0.1968152866242038,0.06220405754931839,0.5457757481071986,0.0028678603880551434,4.0852623954624143e+74,0.0027456171885741633,931.0833333333347,0.5930467091295125,0.23744378598747531,1554.0
85962.HP0157,0.09363057324840764,0.02948311398203805,0.5063242110479101,0.0006697779830149209,9.177625288681723e+73,0.0006755842360303789,839.9166666666704,0.534978768577497,0.2587829652408909,928.0
85962.HP0163,0.09426751592356687,0.021488972895044884,0.5058323157651563,0.001147608048510543,4.875034403550528e+73,0.001155161571247138,839.7500000000039,0.5348726114649706,0.170711527854385,1287.0
85962.HP0175,0.09999999999999999,0.025503764598201945,0.5126387236897941,0.0009433837159928086,6.866847133942565e+73,0.0009478145837865001,849.583333333336,0.5411358811040357,0.19973869018455007,1118.0
85962.HP0177,0.18471337579617833,0.06734734995113387,0.5373272071148272,0.0013083663182579066,4.788980042820113e+74,0.0012634347094244716,917.2500000000024,0.5842356687898105,0.3208209044266794,1538.0
85962.HP0183,0.20955414012738852,0.06729098056906546,0.5482661253361891,0.0024853566442745046,4.78072146685839e+74,0.002386643638331448,939.9166666666683,0.5986730360934194,0.24388390540440358,1564.0
85962.HP0197,0.16687898089171974,0.051274266676893124,0.5338380694062893,0.0016961562979897424,2.775690077220531e+74,0.0016599428868800698,904.750000000002,0.5762738853503198,0.22818870462987337,1521.0
85962.HP0200,0.121656050955414,0.03905009411640392,0.5114637167920113,0.0008524634384614777,1.6100966914681021e+74,0.0008527845194398124,859.9166666666707,0.547717622080682,0.2849820887296776,1251.0
85962.HP0201,0.10891719745222929,0.03582355154010973,0.5087981078445611,0.0004655627739917208,1.354943959198955e+74,0.00045741827407390053,850.500000000004,0.5417197452229324,0.28820089439284485,440.0
85962.HP0202,0.1394904458598726,0.04562711785127939,0.5210174086333564,0.0009539113024650441,2.1980346208837984e+74,0.0009335399169707062,878.4166666666698,0.5595010615711272,0.27677935570357337,1277.0
85962.HP0210,0.13630573248407643,0.04188593426309911,0.5222367740163165,0.0015883176036214967,1.852311239933042e+74,0.0015688211999820422,878.0000000000026,0.5592356687898106,0.23263568952656752,1374.0
85962.HP0221,0.07261146496815286,0.01911574037793857,0.49556160884606676,0.0006260103542225766,3.857803003760193e+73,0.0006256228107145712,817.8333333333383,0.5209129511677314,0.19701909641360038,766.0
85962.HP0240,0.1267515923566879,0.03600426419445016,0.517221917577087,0.0011934051125324437,1.3686117961171057e+74,0.0011688025559356077,868.2500000000031,0.5530254777070083,0.2097355464189635,1383.0
85962.HP0247,0.11847133757961782,0.04230905287803114,0.5148352640352019,0.0008506299661667271,1.8900408224047815e+74,0.0008256148524929717,861.5000000000032,0.5487261146496836,0.3209532112757919,723.0
85962.HP0255,0.1503184713375796,0.05109225999335298,0.5259293572669368,0.0011869627742363187,2.756153034678385e+74,0.0011555041404936535,888.7500000000027,0.5660828025477724,0.280923187883159,1296.0
85962.HP0258,0.11146496815286623,0.031736248651525654,0.5128070226798432,0.0011185388883697322,1.0633589864555628e+74,0.0010942609094089241,855.8333333333366,0.5451167728237812,0.22587848932676519,1149.0
85962.HP0259,0.11401273885350317,0.031142879062928584,0.5150050085996711,0.0011431617213497277,1.0239428043526289e+74,0.001120723592255192,859.4166666666695,0.5473991507431015,0.20632728642269788,1193.0
85962.HP0266,0.09617834394904458,0.024002857496214117,0.5091297884885275,0.0011691187780986094,6.082647366254145e+73,0.0011819498166836602,844.1666666666698,0.5376857749469235,0.1851655629139073,1248.0
85962.HP0269,0.10828025477707005,0.034221227721454986,0.5128070226798432,0.0007173836103649823,1.236433194137224e+74,0.0007020005135133096,854.0833333333364,0.5440021231422525,0.2609815523842673,532.0
85962.HP0278,0.09936305732484076,0.02413414410115268,0.5092957910279761,0.0010137530029144426,6.149181016482525e+73,0.000998570793721828,845.91666666667,0.5388004246284522,0.18064516129032257,1227.0
85962.HP0283,0.12292993630573248,0.03698317834378666,0.5182515564309232,0.0008873826137283129,1.4440439902295213e+74,0.0008626706881375333,867.0833333333361,0.5522823779193223,0.24487262521588946,1006.0
85962.HP0285,0.10063694267515923,0.02898968633060083,0.5079707938480659,0.0007097358457137205,8.872708016994241e+73,0.0006944683720034116,845.2500000000038,0.5383757961783463,0.22712247037007174,830.0
85962.HP0290,0.10509554140127388,0.03285229550438553,0.5092957910279761,0.0004819774951308632,1.139459032007739e+74,0.0004788705966110433,849.0000000000036,0.5407643312101934,0.2711751662971175,630.0
85962.HP0296,0.15668789808917197,0.05764167720753441,0.5255754344154786,0.0010910253291995526,3.5081945213586344e+74,0.001037955901490235,891.8333333333364,0.5680467091295136,0.3519163763066202,1243.0
85962.HP0297,0.14076433121019108,0.0533285825090403,0.5194579950391761,0.0008004942784748841,3.002844168825254e+74,0.000759576383377402,877.6666666666702,0.559023354564758,0.3819415878239408,1001.0
85962.HP0321,0.1503184713375796,0.047231401442166206,0.5268162533162909,0.0018341297419552495,2.355291335406154e+74,0.0017753424252328876,889.5833333333359,0.566613588110405,0.23822574828705373,1431.0
