,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,subgraph_centrality,load_centrality,harmonic_centrality,reaching_centrality,clustering_centrality,pagerank
272560.BPSL0001,0.042047853624208306,0.010945461048087973,0.4884103818775335,0.00026547905509571754,1.064658786768268e+118,0.0002671517830911077,2874.5000000000614,0.5057178043631365,0.08023627861186315,4654.0
272560.BPSL0002,0.030612244897959183,0.008180508059162246,0.48314247329025656,0.00012694402388971517,5.945427602433832e+117,0.00012807835496021224,2831.333333333398,0.4981233872859627,0.10391336123845592,2037.0
272560.BPSL0003,0.05629838142153413,0.01783594150825121,0.49457328890437935,0.00037925128711560754,2.8279465348138107e+118,0.00037713110054594945,2925.416666666721,0.5146756978653634,0.08951802507836991,5263.0
272560.BPSL0004,0.05612244897959184,0.027426325750194838,0.494486628086278,0.00022995618589022665,6.688280211391714e+118,0.00022729655428839382,2924.916666666719,0.5145877316443921,0.21194377082470772,3340.0
272560.BPSL0010,0.07389162561576354,0.020563226761149928,0.5007159663748028,0.0004641607692648139,3.75465871870408e+118,0.0004577242800351082,2981.5833333333862,0.5245572366877881,0.19829526082509377,5472.0
272560.BPSL0076,0.04609429978888107,0.018150426843850227,0.4923728843214496,0.0003078944402827126,2.928380142805556e+118,0.00030560745363151983,2897.416666666721,0.509749589490979,0.13398262700710714,3039.0
272560.BPSL0118,0.08163265306122448,0.03395349963832996,0.5032608446702431,0.0005562193673010461,1.0249171320263551e+119,0.0005439401282506841,3006.1666666667174,0.5288822425522022,0.13610635287108067,5549.0
272560.BPSL0125,0.07037297677691766,0.0312605569218965,0.4992101868898617,0.0004004020927816161,8.688140465558134e+118,0.000393260490716489,2969.7500000000523,0.5224753694581377,0.16325814536340852,4846.0
272560.BPSL0127,0.0661505981703026,0.023568436774911054,0.4974063957853862,0.00037202187247810934,4.937675110693998e+118,0.0003704901943853469,2954.4166666667215,0.51977773868169,0.11967375886524823,5419.0
272560.BPSL0128,0.04609429978888107,0.014941119652118563,0.487692938129852,0.0001821328724809384,1.9842026473355063e+118,0.00018229156574253984,2879.5833333333953,0.5066121276096773,0.14799216167997425,4060.0
272560.BPSL0209,0.055946516537649545,0.016128467107962473,0.49635655377511007,0.000430551811792533,2.311763525877525e+118,0.00043473981989404324,2931.0000000000523,0.5156579873328737,0.09862508184036664,5311.0
272560.BPSL0220,0.03976073187895848,0.010907660012621534,0.4885794990457736,0.00019559194937100868,1.0573504372201457e+118,0.0001947812578990987,2870.7500000000596,0.5050580577058524,0.08157325467059981,3730.0
272560.BPSL0243,0.04943701618578466,0.013744650384237528,0.4916437607122628,0.00034779733013358795,1.6783101468838567e+118,0.00034879420003861483,2900.750000000061,0.5103360309641211,0.11182003050330452,4912.0
272560.BPSL0245,0.05295566502463054,0.019894433805670866,0.49396730027803054,0.00032007272519993414,3.5170082403179925e+118,0.00031750426156711197,2916.166666666722,0.5130483227773973,0.13610188261351053,3764.0
272560.BPSL0315,0.034482758620689655,0.012074851826525968,0.48426172226312975,0.00011885625484565353,1.2959586160985678e+118,0.00011956521929605821,2843.666666666733,0.5002932207365839,0.119570905285191,942.0
272560.BPSL0318,0.03377902885292048,0.00915133011881835,0.484552744932759,0.00012078409293382466,7.439498800466132e+117,0.0001218514983393027,2843.3333333334,0.5002345765892696,0.13263525305410123,823.0
272560.BPSL0322,0.025510204081632654,0.006891298106217134,0.47746132924260015,0.00010051584185916187,4.2192920884530724e+117,0.00010264807456974461,2799.500000000067,0.4925228712174687,0.11053639846743295,1778.0
272560.BPSL0329,0.025686136523574946,0.005919236904963019,0.4833907479425126,0.00012123516489882574,3.114127484438436e+117,0.0001244514390038244,2823.00000000006,0.49665728360310935,0.07312234293811998,1253.0
272560.BPSL0380,0.03518648838845883,0.009667669907848857,0.48672562719703144,0.00018240611703347303,8.307349015671102e+117,0.0001831134300517283,2855.0000000000587,0.5022871217452617,0.1007537688442211,3254.0
272560.BPSL0388,0.055770584095707246,0.01653256976128841,0.49509389236638396,0.00029483194649021884,2.4274856399376453e+118,0.00029250201661441073,2926.4166666667193,0.5148516303073052,0.16565507327396878,3187.0
272560.BPSL0389,0.03465869106263195,0.007875749891781574,0.48706164765074017,0.00020393675638918704,5.511503191773384e+117,0.0002076787798071633,2854.7500000000623,0.5022431386347762,0.1083600953071584,3692.0
272560.BPSL0392,0.0601688951442646,0.016820191909039904,0.4962692669459929,0.0003018800644451738,2.5125392205366895e+118,0.0003009577190352942,2938.9166666667215,0.517050785831584,0.17044811442094973,5031.0
272560.BPSL0394,0.04310344827586207,0.01075656129903995,0.48951174093467276,0.00022041371470511758,1.027855073314696e+118,0.00021921842445823738,2881.000000000058,0.5068613652357608,0.11582469053195049,4413.0
272560.BPSL0407,0.04064039408866995,0.012598928190290185,0.48744022566515044,0.00018919712837595334,1.4109103973619472e+118,0.00019062611737108147,2867.5000000000623,0.5044862772695411,0.10005646527385657,4199.0
272560.BPSL0416,0.03764954257565095,0.011221255927300475,0.48634815794715874,0.00018812061726049354,1.1193442527056554e+118,0.00018710314590258628,2858.083333333395,0.5028295801079178,0.08977227853099908,4183.0
272560.BPSL0426,0.04697396199859254,0.010494020358319962,0.4916009383308751,0.0003767497530315655,9.784387244185286e+117,0.0003781432780700351,2896.33333333339,0.5095589960122087,0.09413984399200248,5082.0
272560.BPSL0427,0.023047149894440535,0.007682165345286005,0.4739729906765852,3.653991808091068e-05,5.245792008657112e+117,3.6991092081048046e-05,2780.750000000063,0.48922413793105235,0.23217850851438637,988.0
272560.BPSL0429,0.08145672061928219,0.02275088593624795,0.5036650341760465,0.0006362028709358371,4.596464658420322e+118,0.0006220531352123155,3007.2500000000487,0.5290728360309729,0.17062634989200864,5569.0
272560.BPSL0436,0.0511963406052076,0.017783837773203047,0.4913869382706579,0.00020434239799964235,2.8111914481322833e+118,0.00020402297846067318,2903.5000000000587,0.5108198451794626,0.12378243867756843,4225.0
272560.BPSL0437,0.0601688951442646,0.022260688947928455,0.49531113409186284,0.00033442487028706376,4.4055894380006635e+118,0.00033109757292302855,2935.666666666721,0.5164790053952719,0.11544991511035653,5256.0
272560.BPSL0449,0.047149894440534836,0.019883375636057278,0.4862643553869886,0.00019762425157034716,3.515153813022736e+118,0.0001939025110556066,2876.2500000000587,0.5060256861365372,0.15204874503885069,2671.0
272560.BPSL0453,0.036242083040112595,0.010977428904713668,0.48347356287277515,0.00019578535547493066,1.0711517146754988e+118,0.00019815882106622522,2844.000000000061,0.5003518648838987,0.1453469097797774,3442.0
272560.BPSL0457,0.04363124560168895,0.011060506704839287,0.48904517571932904,0.0002460834299307716,1.0868046155830619e+118,0.00024493962630277695,2879.416666666726,0.5065828055360196,0.13500718296983152,4447.0
272560.BPSL0458a,0.03430682617874736,0.008398519164143468,0.4860968368768217,0.0002488324450564039,6.265745559332781e+117,0.0002504355928110379,2850.6666666667256,0.5015247478301788,0.12651334919376156,3576.0
272560.BPSL0460,0.0480295566502463,0.013810827373525418,0.4922869928457721,0.0002763836294873248,1.694401610150191e+118,0.00027535145647523854,2900.3333333333894,0.510262725779978,0.13951734539969834,4212.0
272560.BPSL0472,0.061224489795918366,0.022767547421847622,0.4958768558229465,0.0006917656976793086,4.6083377996501925e+118,0.000666420518061036,2939.2500000000578,0.5171094299788986,0.11673125973036537,5177.0
272560.BPSL0528,0.0390570021111893,0.011372958094631305,0.48756654915141473,0.00020389429731104404,1.1496538562092452e+118,0.0002059709395338293,2865.5000000000573,0.5041344123856559,0.08397537809302515,3516.0
272560.BPSL0574,0.026038001407459536,0.005639172778775013,0.481617063996653,0.0004870909856247002,2.825797733237622e+117,0.0004908928402179065,2817.250000000059,0.4956456720619419,0.07446221731936017,2503.0
272560.BPSL0591,0.06509500351864884,0.01544456559334288,0.49991765925392173,0.0005391727316202124,2.118039407660485e+118,0.0005153910305372367,2962.333333333378,0.5211705371803979,0.16443272540833517,5429.0
272560.BPSL0612,0.03395496129486277,0.00820055718249755,0.48417863712591375,0.00015319887340017839,5.972298896203536e+117,0.00015418958933424988,2842.1666666667306,0.5000293220736706,0.14092184801381694,2394.0
272560.BPSL0626,0.01688951442646024,0.003279442805653726,0.4687766090512273,7.374490048523383e-05,9.556653053649822e+116,7.840780436008263e-05,2746.5833333333976,0.4832131128313602,0.0506578947368421,2045.0
