,degree_centrality,eigenvector_centrality,closeness_centrality,betweenness_centrality,subgraph_centrality,load_centrality,harmonic_centrality,reaching_centrality,clustering_centrality,pagerank
209261.t0001,0.0006997900629811057,0.0003563652159763856,0.33643805537338345,0.0,1.2372799377864872e+91,0.0,1484.7761904761485,0.34634387461538385,1.0,0.0
209261.t0002,0.08677396780965711,0.03739468442387913,0.49112672010680974,0.0009355787389714493,1.3622898267744902e+95,0.0008828881777804733,2237.6166666667154,0.5219539693647613,0.14185722980610382,4223.0
209261.t0003,0.04758572428271519,0.02022451350904828,0.4741817995546867,0.00035069894318862885,3.984736136473524e+94,0.0003556668402330857,2130.8666666666745,0.4970531062903377,0.1557519559547957,2226.0
209261.t0004,0.053417308140891066,0.0227885913053428,0.47562503127467054,0.00043673169485940286,5.059482584439749e+94,0.0004350210230133181,2143.3666666666827,0.49996889821942764,0.15617099517352334,3304.0
209261.t0012,0.12339631443900163,0.058947463032520374,0.5060289820625572,0.0021516222559251554,3.385312777879018e+95,0.0019762476626543,2331.8666666667073,0.5439390405100811,0.1619479291974566,4288.0
209261.t0029,0.02146022859808724,0.005476269838130691,0.4589654794340914,0.00026429261140758066,2.920372860280624e+93,0.0002800380032489868,2044.4499999999528,0.4768952647538941,0.110606784519828,656.0
209261.t0047,0.07044553300676464,0.03502020347399373,0.4792990630963992,0.0005972800684441676,1.1949216684143652e+95,0.0005782962158802546,2179.3666666667,0.5083663789752065,0.17902796418120615,3670.0
209261.t0066,0.06764637275484021,0.029466220179903198,0.4821471434621874,0.0006899242985361323,8.459304988039271e+94,0.0006704607592419306,2183.616666666708,0.5093577482310983,0.1491468798472736,3955.0
209261.t0095,0.0648472125029158,0.03029244387572489,0.48126721255134053,0.00033067748036978034,8.938437185285167e+94,0.0003217661833214188,2177.3666666667064,0.5078998522665532,0.17242812248396228,1845.0
209261.t0096,0.09307207837648705,0.03704189920755795,0.49290533322869184,0.0008457223861505253,1.335985693873297e+95,0.0008227731727136096,2252.200000000048,0.5253557266153634,0.15507361368244732,4256.0
209261.t0099,0.05248425472358293,0.020823710860219835,0.48137702823018846,0.00048611353792721686,4.2238828714627354e+94,0.0004904700729982179,2159.950000000024,0.5038371821786889,0.1307936507936508,3169.0
209261.t0110,0.04198740377886634,0.015217879039972633,0.47095319259265567,0.0003311382984793054,2.2560773022849813e+94,0.000333783580775754,2113.0333333333347,0.4928932431381687,0.14121663563004344,3493.0
209261.t0116,0.08117564730580826,0.03501679001185339,0.48777683843209274,0.0010070323066742927,1.1946583589075676e+95,0.0009674807509478799,2219.783333333382,0.5177941062125971,0.15489085428467322,4167.0
209261.t0117,0.05411709820387217,0.023192490802781057,0.4740752418469216,0.000430071465288867,5.2405525482376365e+94,0.0004279656862188628,2139.9500000000176,0.4991719150921425,0.1829004329004329,3021.0
